comment_id	source	comments	distortion	toxicity	corrected
2764	дождь	[id131887586|Антон], ты очень остроумный шахтер.  Разряда, думаю, не менее третьего.  Завтра мы тебя в Стахановцы выведем, паразит иностранный.	0	1	
2493	дождь		0	0	
1941	лентач	[id556011771|Павел], ну, что поделать. В нашей стране людей все устраивает. В данное время мы не вправе что-то изменить	0	0	
556	медуза	Ни газовых камер, ни массовых боен. Уколы, таблетки, еда... Когда обыватель – и сыт, и спокоен, – Он молча идёт в никуда.  Родные прекрасно хоронят друг друга. И сами друг друга гнобят. Цела и чиста остаётся округа... В беззвучном режиме набат.  Всё тихо и мирно. Всё мирно и тихо. Идёт геноцид втихаря... Спустили с цепи одноглазое лихо. И лижут ему прохоря.  Бывают накладки. Случаются ляпы. Но СМИ полируют углы... Рабы добровольно напялили кляпы. И жаждут хозяйской иглы.  Звучит поначалу немного зловеще – Аж можно запачкать испод! – Но все эти люди – давно уже вещи В руках инфернальных господ.  А тот, кто хоть как-то ещё адекватен, И мыслит продолжить борьбу,  Получит от ближних своих и от гадин Путёвку на отдых в гробу.  Здесь каждый пособник системы – убийца. И вряд ли уже человек... Кому не дано в эти дни пробудиться – Едва ли проснётся вовек.	0	1	
2697	дождь	[id21715704|Марина], жаль, что, этому жирному отбросу общества, ни кто, даже косточку не кинет!	0	1	
1778	лентач	Помним, скорбим, спасибо за Охотников за привидениями.	0	0	
2689	дождь	Пусках этот минкультуры сначала дипломатов которые на санкции срут хотя бы штаны при этом снимать научит . А потом уже и за поцреотизм топит нещадно.. грёбаный минкульт бабла .. кребаный поцреотизм ... гребаное государство ..	0	1	
2975	дождь	[id131887586|Антон], после выполнения Будапештского Меморандума, говорю.	0	0	
2459	дождь	Путина за решетку...	0	0	
1150	лентач	[id251610732|Евгений], лнр и днр были непризнанными республиками и в России тоже.	0	0	
1923	лентач	Нормальное решение - стране допенгоеду можно жрать колёса.	0	0	
375	медуза	Просто лучшее интервью, медуза. Никакой пропаганды, ни в одном глазу. Только объективность, только настоящая журналистика	0	0	
1792	лентач	[id4135040|Влад], ого, может расскажешь ваде как понять чьи пробы приехали? ??	0	0	
867	медуза	Сброд из Пердузы , мордор это вы , и находитесь вы в мордоре . Следите за метлой , продажные черти , свою родню оскорбляйте , если она на вас похожа , и является таким же гоовном как и вы .	0	1	
2157	дождь	[id349676717|Alexey], ну, вашего жидо-персидского говна везде полно. Просто при фашизме жидо-педерастов ФСБ ваш сраный выводок гадящего всегда и везде беспородного быдла распирать начало. Как будто дрожжи кинули в дерьмо, как пел еврейский певец и композитор Трофимов про убл)юдчную элитку вашего сброда помойных отбросов в парше и в погонах ФСБ в своей песне Аристократия помойки.	1	1	[id349676717|Alexey], ну, вашего жидо-персидского говна везде полно. Просто при фашизме жидо-педерастов ФСБ ваш сраный выводок гадящего всегда и везде беспородного быдла распирать начало. Как будто дрожжи кинули в дерьмо, как пел еврейский певец и композитор Трофимов про ублюдчную элитку вашего сброда помойных отбросов в парше и в погонах ФСБ в своей песне Аристократия помойки.
1273	лентач	[id30697458|Иван], у него был свой домик на несколько подъездов.	0	0	
2755	дождь	[id607580468|Andrew], разумеется, не забывая про все еще оккупированные территории Куивским режимом территорий ЛДНР	0	0	
896	медуза	"[id499300358|Slava], ты хорошо подумал?  А какжи это: ""Россия нигде не заканчивается"", ""Об историческом единстве русских и украинцев""? А в Казахстан как полез недавно, пока Китай ему подзатыльник не отвесил"	0	0	
2774	дождь	[id634558825|Александр], Байден сказал, что нужно выполнять Минские соглашения-2, чтобы Россия не напала на Украину, он ее и принуждает к их исполнению. Байден не Путин, сюсюкаться с киевским режимом не собирается и перешел от слов к делу - сделал из Украины беспилотную зону. Байден молодец	0	0	
2752	дождь	[id40194960|Саша],	0	0	
2677	дождь	Лень, на твои ценности, всем насрать!Можешь жопу зеленными бумашками вытирать!Примерно такая, их стоимость, как туалетная бумага!	0	1	
2595	дождь	[id266218813|Кристина], вы сколько в год платите за отопление?	0	0	
141	медуза	"[id2359236|Максим], откройте новое течение в авангардизме — ""жопарояль"" ??"	0	0	
1071	лентач	У нас в группе некоторые вообще забыли, что сегодня День Святого Валентина Господи, зачем нужны специальные гайды, как я прожить день.	0	0	
2692	дождь	[id21715704|Марина], я не придерживаюсь традиционных российских ценностей	0	0	
2872	дождь	За дезертирство из любой страны во время опасности надо национализировать бизнес. В любой стране.	0	0	
2302	дождь	Нет его	0	0	
118	медуза	[id629480868|Johnny], это мое мнение, систер Джонни Сильверхэнд.	0	0	
2639	дождь	Как хозяин Джо скажет, так и будет.	0	0	
2114	дождь	Дежавю прям.	0	0	
2708	дождь	[id704503360|Леонид], Повторяешся, меняй методичку.	0	0	
945	медуза	[id364267125|Анатолий], пока это оружие доедет, использовать его некому будет))	0	0	
1192	лентач	Фух, хорошо, что это Панорама	0	0	
1656	лентач	[id85948775|Денис], как связано Средиземье с ситуацией в России? А на западе тоже общество больное? Там ведь тоже недовольны всем этим	0	0	
1899	лентач	тут вижу тут не вижу:	0	0	
2809	дождь	[id37242509|Дмитрий], гномы бабы негры будет, причём без бороды	0	0	
2015	дождь	[id431890120|Александр], Спасибо  что Навального не забываете. А то Чечню уже забыли в новостях. Год как сидит. ?	0	0	
157	медуза	[id461498232|Андрей Бурбонов] не отвечай ботярам - комменты с длинным тредом висят наверху, а им это и надо: чтобы вброс первым попадался на глаза тем, кто не будет особо сильно задумываться над смыслом написанного, кому особо нет дела, кто увидел пост случайно. Самое полезное - тупо игнорить и писать что-нибудь свое, чтоб их высеры уходили вниз, где их никто не видит и не воспринимает всерьез	0	0	
1522	лентач		0	0	
921	медуза	А как будет потом , киевская область ?	0	0	
2531	дождь	Чичваркину она надоела?	0	0	
2333	дождь	[id185913560|Динара], скорее просто передадут, но никакой церемонии, если Валиева будет на пьедестале не будет. Лучше что бы ее вообще не пустили дальше соревноваться в этой Олимпиаде, потому что высок шанс, что ее открыто засудят	0	0	
560	медуза	Не существует, не закупайте.  В чём проблема?	0	0	
895	медуза	[id238392809|Флора], о совке он как раз не думает - это ему как раз не надо.	0	1	
1415	лентач	Он думал что она русская, поэтому извиняется	0	0	
290	медуза	Если в РФ запахнет жареным то увидим точно такую же картину. Истинные ,,патриоты,, первыми драпанут на родину. Благо там надёжный тыл и другая ,,стабильность,	0	0	
976	медуза	[id92291503|Дима], уже по 70-80 р	0	0	
80	медуза	Делимханов снова пообещал голову отрезать???	0	0	
1968	лентач	[id172606563|Дмитрий], я предлагаю отказаться от рабства.  И рассказываю про свой пример, не предлагая всем последовать за мной.  У тебя явные проблемы с пониманием текста.  Даже без различных льгот и компенсаций, минимальный отпуск в нашей стране - 28 дней.  14 - это грубое нарушение закона.  И если человек работает в таких условиях, то я предлагаю ему задуматься.  Не более того.	0	0	
1177	лентач	[id172606563|Дмитрий], да иди уже, поплачь другу на плечо. Не забудь, что у него больше. Тоже всплакни. Чучело.	0	0	
1726	лентач	[id5018141|Ярослав], пффф, а реклама чипсов типа хуже?))	0	0	
607	медуза	[id680822766|Александр], а сколько ВПК РФ тратит,расскажите?	0	0	
1521	лентач	[id230742725|Илья], да история с ведьмаком и кольцом времени повторяется, кринж полный Ладно бы ввели темнокожих персов как просто выходцев из южных стран, я бы спокойно отнёсся, но эльфы негры это кринж вселенского масштаба	0	0	
1950	лентач		0	0	
65	медуза	Опять чиновники и тренеры подставили спортсменов.	0	0	
2085	дождь	Главное что активные инициаторы в больницу слегли.?????? Опять всех нае...ли.??	1	0	Главное что активные инициаторы в больницу слегли.?????? Опять всех наебали.??
898	медуза	Знаете что такое Русский бизнес,воровской, бандитский ,буржуйский???????  В Земле Санникова , он отлично раскрыт и показан!!!  Трифон Степаныч(Н.Гриценко))) посылает своего слугу ИГНАТИЯ, (Г.Вицин))))) на Землю Санникова ,и дает наган. Мол когда золото найдете,ну и тогда ,когда назад пойдёшь, и убери всех!!!!!!	0	0	
208	медуза	Не надоело еще? Мало того, что все выходные через каждые полчаса украина-война-украина-война, и уже с утра пораньше опять эту пластинку завели.	0	0	
2133	дождь	https://youtube.com/shorts/2bRvObpxnFE?feature=share??	0	0	
457	медуза	Медуза, у вас очень длинная ссылка на сайте в адресной строке. Невозможно её дать где-то для распространения. Учитесь у Би-Би-Си и других умных СМИ	0	0	
1277	лентач	[id13834433|Ренат], не только росии, аль каиде тоже нельзя, талибану нельзя, много таких...	0	0	
6	медуза	Ну что теперь? Чай не Максим.????? И вы все умрете, аки все г'ады и птахи умерают, хотя никто из вас не хочет подохнути при путенизме, но каждый думает пережить великого Путина. Да только не всем дано - аки работник морга я настаиваю на сём тезисе?	0	1	
225	медуза	[id157184976|Дмитрий], Да не будет никакого нападения. Войдёт ограниченный контингент и встанет по линии разграничения между Донецком и украишкой. Тем самым прекратив всякие попытки бандеровских головорезов убивать простых жителей Донецка и Луганска. Давно это нужно было сделать. Жаль затянули.	0	1	
2730	дождь	[id49464409|Анатолий], укроина это раковая опухоль или аборт ..	0	1	
780	медуза	[id71621170|Юра], Йурка! По танку вломят джавелином В секунд рванет боекомплект Никто уже не прочитает Кого там был воен.билет??	0	0	
2523	дождь	Кто ж так спрашивает...	0	0	
1795	лентач	[id665269165|Сергей], настолько по%уй, что не можешь молчать	1	0	[id665269165|Сергей], настолько похуй, что не можешь молчать
369	медуза	[id117606926|Кирилл], сказать нечего и слился) клоун, иди скачи	0	1	
137	медуза	[id185539697|Марк], к вашему сожалению, таковым не являюсь.	0	0	
1876	лентач	[id247179055|Иван], да и вообще спортсмены быстро взрослеют. Огромные физические нагрузки + допинг ...	0	0	
518	медуза	Вакцина, может, и хорошая. Но все в Европе понимают, что как только ВОЗ ее одобрит, в нее поедут толпами люди из России. А сертификаты не у всех настоящие))) возможно, проблема не в самом Спутнике, а в недоверии Европы к обязательности исполнения закона в России.	0	0	
2468	дождь	[id201979830|Анастасия], да да, держись подальше, от вас дерьмом воняет, глиномесы опущенные	0	1	
1081	лентач	"[id191662231|Александр], по новому закону любая страна где ты достанешь ""из широких штанин"" переходит в собственность пуни..."	0	0	
1314	лентач	этим чеченам только бы головы отрезать, похоже больше ничего не могут	0	0	
1695	лентач	[id693476967|Delta], как и твой второй коммент	0	0	
2807	дождь	Класс.   Жду.	0	0	
1114	лентач	[id5018141|Ярослав], Полностью согласен! Плохой человек пирамидки исцеляющие от рака продавать бы не стал!	0	0	
1653	лентач	[id85948775|Денис], Толкин не изображал Мордор как Россию, его мир ничего общего с реальностью не имеет, умник. Люблю тупые фанатские теории Не только у нас по этому поводу бугуртят, рекомендую в следующий раз чекать, прежде чем пукать	0	0	
1053	лентач	[id6225029|Константин],	0	0	
1122	лентач	[id339758718|Антон], почему дотационных ? ДНР вполне сможет окупаться за счёт угля	0	0	
1536	лентач	[id172072104|Егор], а я то думаю, чего подвидео столько этих фраз, типа намёки?	0	0	
1810	лентач	[id22208741|Сергей], пока работает	0	0	
1832	лентач	[id5025046|Михаил], я не вкурсе,  но у неё фляга свистит уже давно.  Так что не удивлён,  если она что-то пиzданула	1	1	[id5025046|Михаил], я не вкурсе,  но у неё фляга свистит уже давно.  Так что не удивлён,  если она что-то пизданула
1673	лентач	Лютая чушь. До трилогии ПиДжея как до Венеры раком, а до книг так и подавно.	0	0	
2395	дождь	[id634558825|Александр], всему миру, кремлеботина.	0	1	
2425	дождь	[id652812050|Андрей], впервые в России, по заявке обнуленыша!	0	1	
972	медуза	[id100193333|Art?rs], у тебя на женщину никогда не встанет, дурачок. Ты кроме очка своего друга не признаёшь ничего. Очередной выпердыш хохловермахта	0	1	
558	медуза	Не знаю ни одного чела, который бы о нём что-то хорошее сказал. ?? Особенно после того, как врал, что потерпеть придётся неубранный мусор во дворах, чтобы начали вывозить куда положено. А оказалось, как всегда, втихаря до ближайшей промзоны вывозят, где уже все журналисты побывали, в Мурино на ул. Челябинской, 160 и лично убедились.	0	0	
1470	лентач	[id335900876|Мария], бред. не хочешь лишиться прав будь чистым епт) в чем проблема???	0	0	
826	медуза	У меня есть наиточнейшая дата нападения на Украину. Это произойдёт уже в феврале. Конкретно: . . . . . . . . . 31 февраля. Инфа сотка.	0	0	
2251	дождь	[id156951916|Александр], зачем мне её судьба... Я не хочу, чтобы меня имели в своих политических играх и выставляли идиоткой на весь мир. Её будущее - полное забвение.	0	0	
2767	дождь	[id658179580|Сергей],	0	0	
707	медуза	[id18511367|Богдан], Трюдо ноль ... Пустое место .	0	0	
2055	дождь	Путин тоже отвечал на вопросы Дождя, получается тоже иноагент?	0	0	
1885	лентач	Допустили до соревнований в личке, но по существу разбирательство за нарушение антидопинговых правил начнется после олимпиады. После могут отобрать все что она завоюет.	0	0	
376	медуза		0	0	
1265	лентач	[id362495093|Даниил], то ли 37, то ли 90-е, разрываюсь между датами	0	0	
1604	лентач	[id22016829|Eduard], а дурачкам зачем слово дали???	0	0	
295	медуза	"А почему они не собираются вместе с нищетой воевать ради того, чтобы не дать Донбассу такого ""ужаса"" как право установить себе удобную для своих жителей языковую политику?"	0	0	
1862	лентач	[id138968138|Павел], ты наверное пропустил зарубы медвеботов против загиботов. в конечном итоге их обоих выкинула тренер	0	1	
1410	лентач	Интересно только, чего раньше ждать, фашизм или анархию? И исключает ли одно другое?	0	0	
460	медуза		0	0	
2969	дождь	[id606524|Павел], ... или воины бомбовозы будут бомбить города, а Украинские ПВО будут боятся их сбить. А вдруг,.?!	0	0	
809	медуза	Салливан чего- то темнит, хотя мог бы без обиняков сказать: дата нападения на Украину будет согласована  Байденом и Путиным при встрече с глазу на глаз!	0	0	
1987	лентач	8 марта - день проституток и шлюх	0	1	
1853	лентач	[id215862086|Валентин], а за утечку в СМИ Кто-нибудь ответит?	0	0	
488	медуза	[id211445208|Nick], нет, неэффективность эпивака доказана по-другому, анекдотичный опыт с выборкой в 1 человек может что-то доказать только ученику 3 класса сельской школы	0	0	
1562	лентач	[id10450663|Митька], Лахта на Круче	0	0	
1254	лентач	[id172606563|Дмитрий], в России все субъекты, в которых в названии есть слова край, республика, автономная область и так являются с особым статусом. Ровно то же самое предлагается и Украине. Тем более, у Украины был Крым с особым статусом - автономная республика. Так что здесь ничего нового. Если с кем то что-то подписываешь, то автоматические признаешь его одной из сторон. А после это всё ещё и в ООН одобрили. Весь мир дебилы, только на Украине политически грамотные. Ага.	0	0	
879	медуза	[id664336069|Лол-И], хорошо видно по российскому рублю, как развивается экономика тупых дураков. Все хорошо, прекрасная маркиза !	0	1	
0	медуза	Григорий Спел)))	0	0	
1894	лентач	Справедливое решение. Сразу видно, что суд был не российский, который самый гуманный и справедливый ?? Надеюсь, что дело будет расследовано и найдены истинные виновники произошедшего.	0	0	
1077	лентач	Как всегда, проведу в достойной компании	0	0	
2866	дождь	[id560950223|Andrey], не не угадал)(	0	0	
2555	дождь	[id49464409|Анатолий],	0	0	
1690	лентач	Что-то мне кажется негроэльфы будут самой небольшой проблемой этого кинча.	0	0	
2355	дождь	[id202727298|Андрей], ты соросёнок?	0	0	
2618	дождь	[id115521448|Vadym], там и про смерть Путина ничего не написано.)	0	0	
494	медуза	[id573006948|Timur], https://meduza.io/news/2021/09/01/primes-iz-za-kotoroy-v-yaponii-otozvali-bolee-polutora-millionov-doz-vaktsiny-moderna-okazalas-nerzhaveyuschey-stalyu	0	0	
2100	дождь	Браво ! Одобряйте, как можно скорее. Слава ЛДНР Слава России	0	0	
2818	дождь	[id182745733|Alexey], хех, эта идея была придумана самим профессором и в больших подробностях описана в сильмариллионе	0	0	
1802	лентач	[id228963499|Роман], не угадал, ведь в дисциплинах где сша взяли первое место ты же не видел его комментов?	0	0	
1934	лентач	[id702536268|Даниил], ВАДА проводит против нас политизированную борьбу, именно поэтому они так яростно пытаются формировать нам трудности!	0	0	
97	медуза	Сколько на….вертил под конец, идиот, извинился, пожаловался, поскулил, поплакал, приехал, уехал, распылил, пнул. Вообще такого урода не жалко	1	1	Сколько нахуевертил под конец, идиот, извинился, пожаловался, поскулил, поплакал, приехал, уехал, распылил, пнул. Вообще такого урода не жалко
2861	дождь	[id88198113|Вячеслав], а Байден об этом знает или он перепутал и от слов к делу перешел?	0	0	
1719	лентач	Гавнище интересующее только одних американцев	0	1	
846	медуза	Как не могут? А как же 16 февраля?Опять обманули?	0	0	
2932	дождь		0	0	
1311	лентач	Когда быть мужчиной выборочно очень удобненько... это тебе Адам...	0	0	
546	медуза	Нормально так Беглов отомстил петербуржцам за выборы.	0	0	
931	медуза	[id183437209|Семён], кремлядь, у кого у нас? Специально для умственно отсталых ботов подправил коммент. Держи, наслужил.	0	1	
1359	лентач	[id503582303|Farid], а я ведь так и прочитала??	0	0	
1555	лентач	[id153513802|Александр], у смуглых людях с Востока. Да, о людях, а не о эльфах. Эльфы у Толкина с белой кожей, разнится только цвет волос	0	0	
116	медуза	[id613406373|Kirill], хотя не берусь спорить. Возможно она действительно что-то принимала. Просто кажется странным, чтобы спортсмены, за которыми такой контроль, особенно российские спортсмены, на которых весь мир только и ждет чтобы спустить всех собак, будут заниматься такой фигней и жрать допинг	0	0	
1301	лентач	На этого Закускина нужен Наливкин!	0	0	
2717	дождь		0	0	
232	медуза	Уже как спам.	0	0	
2103	дождь	на заработки вышел бот ???	0	0	
1886	лентач	короче предъявы США сняли или че?	0	0	
2837	дождь	[id698330513|Muammar-Muhammad], достаточно посмотреть на твой идиотский ник и на тех, кто поставил тебе лайки, чтобы понять, что ты очередное путинское дерьмо из пригожинского подвала.	0	1	
38	медуза	"[id238092031|?лег], лахтодырка ?? кукаречет про ""под хвост"". Нуууу, ожидаемо, в принципе, больная тема же. Что, пернатка, порвали? Проктолог долго ремонтировал???"	0	1	
1099	лентач	[id496261696|Андрей], если россия не выполнит гаагу 2 что делать?	0	0	
2646	дождь	[id330424552|Vlad],	0	0	
2669	дождь	[id528048893|Зигизмунд], слушай!! Ну ты же прочитал этот набор слов.. и раз уж  позволил  себе высрать эту бливотину значит маломальски понял суть.. опровергни росиянский современный поцреотизм соловьинно зомбоящиковый.. опровергни защитников блэд отечества которые охраняют олигархов как псы режима от народа, а не отечество !! Опровергни )) блесни чешуей ))	0	1	
1811	лентач	[id16268248|Александр], а было 16	0	0	
2638	дождь	пробный шар	0	0	
2772	дождь	Вот достойная нашего внимания новость! https://echo.msk.ru/blog/echomsk/2976084-echo/?utm_campaign=main&utm_referrer=https%3A%2F%2Fpulse.mail.ru&utm_source=pulse_mail_ru	0	0	
1120	лентач	Чувствуете? Это запах новых санкций... Пельш, зае%ал выходи уже и скажи что это все разыгрыш, я реально буду ждать тебя до последнего	1	1	Чувствуете? Это запах новых санкций... Пельш, заебал выходи уже и скажи что это все разыгрыш, я реально буду ждать тебя до последнего
820	медуза	[id499300358|Slava], куда туда?а зачем туда направлена украинская танковая армия?	0	0	
1589	лентач	[id1887043|Николай], а почему Блейд и Ник Фьюри не могут быть белыми?	0	0	
1789	лентач	[id172606563|Дмитрий], конкретно по эпизоду допуска к соревнованиям - уже всё.	0	0	
816	медуза	"[id172606563|Дмитрий], Нет там в тексте такой лабуды. Просто ""с представителями республик""."	0	0	
2878	дождь	[id609119487|Владимир], обознался. Покоятся, что ли? Своих ищешь, насекомое?	0	1	
450	медуза	Китай вообще не почесался от того, что виноват в эпидемии. Кишка-то тонка слишком на Китай наезжать у других	0	0	
1680	лентач	"[id160400847|Константин], В последнее время слово ""расист"" звучит как комплимент)"	0	0	
261	медуза	"[id3986424|Антон], Буржуази?я (фр. bourgeoisie от фр. bourg; ср. нем. Burg «замок») — социально-классовая категория, которой соответствует господствующий класс капиталистического общества, обладающий собственностью (в форме денег, средств производства, земли, патентов или иного имущества) и существующий за счёт доходов от этой собственности.[1]   В современном русском языке слову «буржуа» соответствует не столько мещанин, сколько предприниматель, эксплуататор, соотносясь с понятием «капиталист» (например, в буржуазию входило и купечество, а некоторая часть мещан работала по найму)."	0	0	
1893	лентач	Как же либерах в комментах корежит, хоспади	0	1	
1379	лентач	[id246098361|Артем], х.. ты угадал, помечтай	1	0	[id246098361|Артем], хуй ты угадал, помечтай
224	медуза	Я чет не понимаю. Какой бл*ть смысл нападать РФ на Украину когда об этом говорят уже из каждого угюга? Тогда, в 2014 настолько сильно не говорили о вторжении РФ. Но сейчас об этом даже Байден заявил.	0	0	Я чет не понимаю. Какой блять смысл нападать РФ на Украину когда об этом говорят уже из каждого угюга? Тогда, в 2014 настолько сильно не говорили о вторжении РФ. Но сейчас об этом даже Байден заявил.
1286	лентач	[id101148|Василий],  Делимханов Адам Султанович- Депутат Государственной Думы Федерального Собрания Российской Федерации VIII созыва, Член Комитета по безопасности и противодействию коррупции, Советник Главы ЧР, Член Президиума Регионального политического совета Чеченского регионального отделения Партии «ЕДИНАЯ РОССИЯ»	0	0	
2753	дождь	[id200714387|Павел],	0	0	
176	медуза	Кремлесвиньи завизжали!?? Как они бесятся под каждым постом про Навального??	0	1	
2808	дождь	Китайские негры педофилы эльфы будут?Трансгендоров забыл! Надеюсь в правильном переводе Гоблина выйдет?А дракон, должна быть обязательно, сильной и не зависимой феменисткой)))	0	0	
1679	лентач	расисты петушатся после трейлера с черным эльфом хотя франшизу уже давно похоронил хоббит  лишнехромосомным пора отключать интернет	0	1	
2513	дождь	[id655398028|Евгений], это другое	0	0	
790	медуза	[id178130292|Maxim], я извиняюсь, но меня очень пугает, что у вас есть скриншоты сообщений другого человека. Вы либо извращенец, либо ФСБшник.	0	0	
2258	дождь	[id256130884|Андрей],	0	0	
1250	лентач	[id254844050|Александр], ну так-то он особо и не растет, это рубль падает.	0	0	
1162	лентач	[id13018098|Дмитрий], по крымскому сценарию. Сегодня вы независимые, завтра - часть России.	0	0	
2143	дождь	[id6829186|Анатолий], Где-то наверху 70-летние старцы)) верят, что это поможет, где-то в интернете молодежь смеётся над этим, а где-то посередине находятся удобно устроившиеся Повара и его команда. И вроде видимость дела делают, и может быть даже на неокрепшие умы в 0,1% случаев это работает, а главное, деньги получаются.	0	0	
2510	дождь	[id303201232|Андрей], спроси на  какие деньги имеют недвижимость и учатся дети российских чиновников и депутатов, лошара	0	1	
785	медуза	[id287796597|Никита], спасибо, что нибудь еще пукнешь?	0	1	
2840	дождь	«Пугая внешними врагами,  Нас убивают изнутри,  Но не меняется с годами  Девиз царя - воруй и ври!»	0	0	
1197	лентач	[id232957401|Роман], да чего тут пугаться? Повоюют недельку да все закончится.	0	0	
